Plot_ID,vol_cubft,ba_ac,crd,elev_min_3p2808plus_75FEET,elev_max_3p2808plus_75FEET,elev_ave_3p2808plus_75FEET,elev_stddev_3p2808plus_75FEET,elev_CV_3p2808plus_75FEET,elev_IQ_3p2808plus_75FEET,elev_AAD_3p2808plus_75FEET,elev_P01_3p2808plus_75FEET,elev_P05_3p2808plus_75FEET,elev_P10_3p2808plus_75FEET,elev_P20_3p2808plus_75FEET,elev_P25_3p2808plus_75FEET,elev_P30_3p2808plus_75FEET,elev_P40_3p2808plus_75FEET,elev_P50_3p2808plus_75FEET,elev_P60_3p2808plus_75FEET,elev_P70_3p2808plus_75FEET,elev_P75_3p2808plus_75FEET,elev_P80_3p2808plus_75FEET,elev_P90_3p2808plus_75FEET,elev_P95_3p2808plus_75FEET,elev_P99_3p2808plus_75FEET,First_cover_above6p5616_75FEET,all_cover_above6p5616_75FEET,all_1st_cover_above6p5616_75FEET,First_cover_above_mean_75FEET,all_cover_above_mean_75FEET,all_1st_cover_above_mean_75FEET
52_05,11849.6,307.2303132,66.0047527,3.29,154.6,83.0134,31.6139,0.3808,44.325,25.5901,6.17,24.423,39.512,55.844,62.15,67.368,76.69,84.62,92.87,101.628,106.475,111.55,123.526,131.814,145.3662,97.6326,94.3664,130.3346,58.2229,49.5943,68.4975
73_15,9774.8,218.7325194,50.28302203,3.29,215.8,52.9484,55.5811,1.0497,92.67,48.7623,3.52,4.46,5.55,7.98,9.38,11.06,15.64,21.87,31.664,82.386,102.05,111.26,142.496,163.41,192.4564,62.7045,62.2715,72.1152,24.0757,26.5454,30.7417
72_21,4157.8,109.501959,30.4469348,3.48,200.35,74.1882,44.5431,0.6004,60.455,36.1497,4.65,12.306,19.81,32.442,38.48,46.592,57.81,67.93,80.51,93.104,98.935,111.082,143.312,158.889,183.52,98.4328,93.814,161.8206,53.3178,43.2051,74.5248
23_29,6913,167.8902048,40.47708259,3.3,193,62.6662,51.4843,0.8216,71.1875,43.2987,5.32,9.39,12.83,19.25,21.61,23.875,31.59,41.94,59.33,81.885,92.7975,110.51,147.895,170.8025,186.5335,97.9765,95.6956,126.7844,39.6615,37.8228,50.1104
52_23,8939.2,205.8995495,56.62873159,3.29,136.91,87.7214,30.7386,0.3504,24.26,20.9712,3.55,4.71,30.098,79.23,82.47,85.3,90.54,95.18,99.62,104.338,106.73,109.16,114.12,118.362,127.9664,92.6442,85.1192,109.8031,72.4364,60.5829,78.1515
52_A02,12962.2,318.3650776,72.84603392,3.38,183.22,94.1033,28.7317,0.3053,21.68,18.87,10.43,43.27,62.09,79.98,83.37,85.8,90.08,93.05,96.23,101.29,105.05,108.75,121.87,155.66,174.758,99.8747,97.2449,128.2707,54.5363,45.6774,60.2506
52_08,7653.6,195.1347948,44.41203715,3.29,152.52,75.3214,39.1553,0.5198,57.1375,33.0649,3.7615,5.5,8.1,31.87,46.56,59.04,77.9,87.755,95.87,101.225,103.6975,108.37,118.08,124.33,135.22,82.5663,76.1801,117.0977,63.0165,51.2566,78.7874
51_19,7119.2,169.2947585,39.92383863,3.33,126.94,91.4232,21.0488,0.2302,23.26,15.1558,4.5676,58.13,70.402,78.05,82.18,85.404,90.51,95.19,99.214,103.11,105.44,107.992,112.8,116.44,121.348,83.7546,72.7568,96.7324,54.8089,42.9863,57.1517
52_26,8624.8,275.1546517,79.06861,3.43,187.1,85.5103,35.5613,0.4159,41.065,27.1267,6.889,30.7655,44.738,57.566,62.685,67.3,75.034,82.85,91.87,100.253,103.75,107.586,126.743,157.8575,178.6242,99.9007,95.7198,148.2373,58.0437,45.6717,70.7299
52_28,12483.8,343.7853623,87.45776341,3.3,141.91,83.1485,31.4901,0.3787,33.29,24.5923,5.0604,16.83,28.262,58.68,70.62,78.16,85.596,91.58,96.37,101.83,103.91,107.144,116.004,122.932,134.5836,95.0647,89.8388,123.4378,73.2032,58.372,80.2027
53_16,9440,883.4045237,140.624146,3.29,195.19,72.6387,44.891,0.618,49.9325,34.9621,3.69,7.611,19.807,38.068,44,48.182,55.248,63.59,72.266,83.113,93.9325,107.11,145.8,168.0525,183.7463,98.9961,91.454,153.1532,45.2767,37.9188,63.5006
53_15,11671.4,222.1424564,55.61417795,3.6,227.91,75.1558,46.3334,0.6165,62.84,37.371,7.0612,17.188,25.12,33.266,37.49,41.746,52.606,68.76,83.8,94.12,100.33,106.964,144.754,171.88,205.6044,94.968,90.4785,126.0428,47.4288,42.3954,59.0598
63_13,9150,198.5621852,50.47370136,3.29,198.52,59.3394,45.8151,0.7721,66.49,38.157,3.77,6.46,13.68,23.3,27.27,30.61,35.93,41.2,48.4,70.98,93.76,106.93,133.63,148.88,179.55,94.7157,87.686,122.1739,30.9866,31.217,43.495
51_21,8954.4,220.9325069,62.77367378,3.6,136.25,92.0798,18.3923,0.1997,20.66,13.559,25.1454,61.229,73.01,80.05,82.62,84.87,89.26,93.44,97.12,101.222,103.28,105.612,113.918,119.76,128.88,99.6209,96.5271,115.2334,57.6404,51.0617,60.9571
51_A09,8585.4,259.8066623,66.13434562,3.29,133.44,85.7522,23.7526,0.277,25.9075,17.2868,4.5546,42.5875,58,73.41,75.76,78.33,83.08,87.08,92.55,97.55,101.6675,105.51,113.26,117.7585,126.8,98.0791,91.9139,135.1098,60.6153,49.3417,72.5303
63_25,7764.4,196.944265,46.47761763,3.32,165.41,61.1716,44.2414,0.7232,66.295,36.5896,3.9466,6.132,9.026,16.804,22.27,27.268,42.286,55.52,64.634,80.258,88.565,105.482,130.702,146.099,160.229,81.2895,75.9247,100.3371,39.8652,35.2997,46.6498
43_A04,5174.6,390.0169532,86.87056177,3.3,239.36,73.3695,51.789,0.7059,52.08,38.3981,4.59,8.384,16.74,31.63,36.93,41.79,55.15,65.87,71.26,78.436,89.01,105.434,163.042,190.86,218.7468,92.3569,88.8175,132.6975,37.0759,33.1277,49.4943
63_19,16961.6,563.9734862,114.5523575,3.31,232.94,82.9005,42.6475,0.5144,37.52,30.4804,6.821,19.79,33.45,55.08,60.18,63.85,70.01,75.98,82.19,92.61,97.7,105.29,139.77,182.0275,210.5965,98.5157,95.8499,138.6575,44.506,37.7489,54.6079
43_04,6902.4,184.3975291,41.65036772,3.31,185.3,71.9656,42.7581,0.5941,49.55,32.5417,4.6376,12.18,20.7,35.364,41.21,48.798,58.504,67.33,73.104,80.33,90.76,105.08,135.63,164.612,179.641,96.7015,89.872,131.2259,43.3755,39.2319,57.2842
53_A02,715.6,185.6096603,39.80754595,3.29,166.52,62.593,41.2861,0.6596,64.3,34.4886,4.5556,14.584,21.308,28.11,30.64,33.392,39.04,47.84,61.364,77.382,94.94,104.028,130.816,145.69,161.3204,98.6532,93.6106,130.7239,39.4501,37.2915,52.0763
52_30,10927.6,241.3345335,57.64173912,3.3,136.47,83.7155,26.4574,0.316,28.62,19.5762,4.3288,12.566,51.252,68.62,73.25,77.451,84.94,89.565,94.73,99.288,101.87,104.004,109.62,113.26,120.3029,92.4535,80.5519,122.2739,71.3763,51.5988,78.3245
73_12,7417.6,220.7191404,39.13603682,3.29,209.02,66.0017,56.0197,0.8488,90.13,47.4909,3.4345,4.19,5.19,6.92,8.13,10.22,40.72,63,82.37,93.515,98.26,103.94,156.88,177.5225,184.174,69.7647,69.3878,104,42.9412,40.5024,60.7059
53_27,4524,106.9878122,23.79539336,3.29,200.02,71.8472,45.8571,0.6383,61.18,35.9333,4.34,7.584,12.692,29.79,37.6,46.064,57.364,67.8,78.91,91.848,98.78,103.87,141.214,170.797,191.5052,97.776,92.2385,145.247,53.0998,43.0696,67.8213
51_06,13228,308.9337545,88.64692535,3.29,125.69,91.4972,18.1177,0.198,16.07,11.7067,4.3025,66.405,76.03,83.08,85.66,87.955,91.8,94.83,97.5,100.26,101.73,103.55,107.94,111.12,116.5175,99.9303,91.015,122.5593,73.3961,56.4474,76.0112
73_04,9429,264.808776,64.22564137,3.35,232.46,71.9875,44.7726,0.6219,46.18,33.7138,6.8236,19.337,30.588,40.18,43.37,46.58,52.934,59.06,65.112,76.068,89.55,103.504,139.27,173.803,217.3,99.3512,95.8,155.3819,33.6479,32.2,52.2265
63_27,6254.4,401.75342,83.279146,3.44,177.86,70.2978,40.0579,0.5698,60.47,33.4018,5.13,10.095,13.6,28.27,37.86,44.7,60,72.51,83.41,94.05,98.33,103.48,122.65,138.52,168.336,98.2172,95.7278,147.0827,60.3323,50.6593,77.8363
51_05,9225.6,220.5830047,57.90101707,3.29,136.19,85.2588,24.1177,0.2829,21.74,16.3381,3.9436,28.322,61.966,74.242,77.69,80.44,83.94,86.94,90.754,96.098,99.43,102.66,111.51,118.354,126.5852,93.7121,87.9624,113.2651,59.5989,50.73,65.3227
62_A08,12340.6,488.6490015,107.2618899,3.29,166.86,75.3957,33.0299,0.4381,38.61,25.7015,4.55,12.132,30.95,50.522,57.97,61.884,67.992,76.25,81.98,91.05,96.58,101.878,119.69,129.52,150.4088,98.6693,91.642,151.4377,63.9645,47.5194,78.5255
51_30,11190.4,313.8372571,81.05320923,3.29,167.61,88.4353,21.3419,0.2413,22.7925,15.3104,31.181,55.472,64.41,72.8,76.1875,80.55,84.904,89.425,92.498,96.8,98.98,101.75,109.64,122.9765,155.88,99.794,95.6184,139.3409,67.1988,50.8834,74.1504
51_18,12841.6,317.8240256,84.84862717,3.35,123.66,88.4919,16.1474,0.1825,18.53,11.8218,31.272,60.11,69.44,78.47,80.91,83.37,87.05,90.15,93.36,97.29,99.44,101.54,106.55,110.12,115.51,99.9466,95.3155,115.8129,62.3266,52.818,64.1765
53_28,8070,322.2545439,66.00692045,3.3,194.55,55.2983,49.64,0.8977,80.925,41.7284,4.03,5.23,7.368,9.744,10.67,12.686,26.74,38.88,52.938,75.792,91.595,101.51,136.292,151.714,180.6474,93.4414,90.2729,140.2752,43.1964,37.6349,58.481
53_09,9048,186.7868849,37.56112922,3.29,193.75,64.8097,47.8033,0.7376,69.9725,40.2878,3.6805,6.36,9.54,19.21,23.8975,27.69,40.27,55.9,76.37,88.55,93.87,101.26,138.465,160.3375,179.312,90.3217,83.0844,140.7204,50.9211,41.6396,70.5252
42_08,9370.8,233.0573094,59.04145645,3.42,204.05,93.6792,34.9299,0.3729,16.915,24.4363,32.6716,59.873,66.474,73.44,76.045,77.94,80.976,83.44,86.18,89.87,92.96,100.112,154.268,179.329,199.2848,99.9001,97.8827,113.9574,25.1166,24.1202,28.0813
51_28,12689.8,285.2958874,79.28520091,3.3,132.66,78.4906,26.0588,0.332,32.5875,20.6679,10.7013,18.655,41.159,57.774,64.7125,69.059,78.946,84.43,89.3,94.297,97.3,100.05,106.866,111.87,122.2358,99.9815,97.492,135.8292,74.8382,59.2224,82.5106
52_A03,12321.8,444.229935,113.2471615,3.32,139.3,72.2703,26.9121,0.3724,39.97,22.3136,13.1604,25.202,38.112,50.38,53.93,56.876,62.806,68.8,78.44,89.34,93.9,99.318,107.58,114.23,128.9768,98.3548,92.8931,125.2861,52.2532,43.0655,58.083
51_08,9619.2,232.6890449,66.22977958,3.52,116.76,81.3002,20.0754,0.2469,30.89,16.668,20.8972,47.636,55.25,62.822,66.3,69.83,78.932,85.83,91.33,95.36,97.19,99.12,103.571,107.12,111.4869,99.9627,96.7431,127.4627,67.8731,54.6021,71.9403
51_26,8693.8,231.9141187,72.93744962,3.41,123.22,87.4284,13.1567,0.1505,16.545,9.9591,52.52,67.955,73.76,77.9,79.41,81.04,84.01,86.48,89.44,93.66,95.955,98.37,104.23,109.885,116.986,99.8412,96.6454,114.3708,51.3894,45.1526,53.4339
51_04,9490.4,233.4635348,62.22423692,3.81,116.79,86.6864,13.3353,0.1538,16.18,10.0324,45.7625,65.76,70.869,77,79.12,81.19,84.62,87.58,90.33,93.61,95.3,97.626,102.62,106.26,111.9897,99.7433,96.2561,113.8639,59.3924,51.6368,61.0826
42_07,11128.8,228.060868,61.69954102,3.48,191.47,69.3651,41.5409,0.5989,42.21,31.4025,6.0592,18.448,28.45,37.836,41.59,45.15,51.884,59.4,65.8,76.61,83.8,96.944,142.224,162.068,186.6708,99.9682,98.0333,134.8075,38.2119,36.1407,49.6977
51_23,9478.8,259.2795729,71.82863011,3.29,125.36,77.623,20.251,0.2609,26.67,15.8404,9.7766,40.9425,54.54,63.028,66.08,68.334,73.652,79.72,84.83,89.91,92.75,95.37,100.94,105.12,115.0827,99.7809,96.0375,119.7955,60.3117,51.4933,64.2318
43_23,7997,176.3314898,47.89690197,3.58,169.02,52.3925,42.3818,0.8089,54.16,34.5565,6.1796,10.991,13.536,17.524,20.37,23.54,28.79,35.83,44.584,55.6,74.53,95.16,125.928,137.726,165.5416,98.6156,96.5902,119.9511,29.0174,31.541,39.1694
51_13,9512,246.6412072,64.84022525,3.3,118.94,81.9869,17.3257,0.2113,18.46,12.5283,10.9352,51.478,61.9,71.86,74.55,77.01,81.16,84.73,87.93,91.318,93.01,95.16,100.47,104.19,109.3428,99.7032,97.8954,113.9147,63.7662,56.7124,65.9926
52_01,8080.6,254.2944761,70.27919363,3.5,141.66,67.0499,27.9118,0.4163,42.99,23.4428,18.432,30.14,35.72,43.33,46.84,49.31,53.86,58.97,67.58,83.55,89.83,94.55,107.37,120.76,132.838,99.9488,98.7511,137.7305,45.21,40.0367,55.8402
51_15,9668.4,237.8648189,57.0190703,3.42,117.75,84.0551,12.9267,0.1538,16.78,9.9921,48.6258,62.517,68.94,74.004,76.2,78.37,81.62,84.44,88.05,91.22,92.98,94.54,99.58,103.58,111.3009,99.9541,98.037,116.8885,57.2281,50.2117,59.8669
53_14,16240.6,283.1753124,56.10426626,3.29,246.41,67.7601,50.0533,0.7387,51.985,35.9043,3.4,3.9365,5.136,23.57,36.045,43.776,54.934,63.28,70.926,82.588,88.03,94.342,126.879,163.6265,237.0216,64.4857,64.5398,97.4609,34.7331,31.4076,47.4284
53_22,8194,228.0394877,55.24335101,3.29,177.91,53.1571,42.3025,0.7958,53.85,34.4597,5.13,9.825,13.97,20.1,23.18,26.01,30.21,35.93,43.29,61.29,77.03,94.15,124.51,142.465,167.205,94.4008,91.3137,108.1328,29.9721,31.1297,36.8634
51_02,11375.2,297.9477794,78.55755271,3.31,113.4,80.0434,17.2764,0.2158,20.365,12.8782,15.8094,47.4865,59.684,68.766,71.55,74.65,79.16,82.935,86.48,90.211,91.915,93.83,98.3,101.419,106.6687,92.9465,85.5577,111.2806,62.3562,49.9231,64.9325
33_A08,12318.2,248.1408814,44.72145232,3.29,205.5,52.8172,57.8864,1.096,68.9925,47.9517,3.49,4.18,5.52,8.81,10.2675,11.83,15.1,21.605,36.7,69.045,79.26,93.62,156.95,177.26,199.3225,67.2272,66.6185,75.9314,25.4863,27.5383,31.3881
42_A03,5153.6,236.6640324,52.36479152,3.3,133.97,69.666,26.9446,0.3868,36.5625,21.6126,6.624,17.4525,27.46,48.2,52.1575,57.5,66.23,73.065,78.62,85.55,88.72,93.62,102.385,109.4225,120.7065,99.9465,96.8607,146.8449,69.7594,54.4444,82.5401
51_11,10188,254.6431056,79.69852691,3.41,125.87,84.209,13.3615,0.1587,12.94,9.1749,31.8578,62.601,70.69,76.83,78.68,80.62,83.3,85.69,87.866,90.234,91.62,93.214,97.66,101.919,112.5498,99.1726,92.2759,110.7005,61.0039,51.8008,62.1438
51_10,3848,93.59939129,27.06648932,3.29,107.11,83.6806,15.0323,0.1796,11.73,9.1244,8.71,61.67,72.44,78.58,80.25,81.8,84.43,86.66,88.9,90.97,91.98,93.08,95.48,97.66,101.33,99.0854,94.7507,105.4057,66.4282,60.0295,66.78
52_11,4307.6,135.5907048,34.48360188,3.29,155.02,63.2432,30.7667,0.4865,44.27,24.6619,5.8536,15.72,21.92,36.014,41.31,48.04,54.93,61.13,66.76,77.3,85.58,92.08,106.51,116.83,135.52,99.779,94.8468,147.1358,52.2564,43.2201,67.0473
51_03,9469.4,229.8319409,63.65793666,3.3,115.33,80.0019,16.7466,0.2093,16.8225,11.84,8.8387,52.4045,60.958,70.578,73.2975,75.44,79.438,82.8,85.586,88.577,90.12,91.918,97.061,101.216,107.8979,99.8274,92.3842,116.1777,66.3503,54.3739,68.3779
52_22,3449.6,85.33263916,23.36893391,3.29,115.43,69.9448,28.6457,0.4095,25.4,21.8689,3.54,4.758,9.926,55.56,63.97,68.574,74.544,79.12,84.138,87.682,89.37,91.37,95.11,98.432,106.9108,84.2215,73.5942,105.1209,71.1204,54.2857,77.5409
41_16,9260,215.8042932,53.72640805,3.3,112.51,73.8403,19.0109,0.2575,21.985,14.6177,9.7856,38.824,46.048,61.326,64.845,67.37,73.08,77.66,80.882,85,86.83,89.234,94.422,98.166,106.3,99.5894,93.9657,139.7361,77.6246,55.7484,82.9032
42_23,2924.8,68.07133258,16.95178157,3.29,247.66,78.9487,28.8003,0.3648,15.52,16.6069,4.13,14.404,55.786,66.862,71.41,74.336,78.04,80.44,82.91,85.83,86.93,89.018,98.406,113.176,200.9392,98.2864,92.366,111.8115,60.9853,53.2861,64.5043
51_27,4460,177.269168,57.50854489,3.3,119.25,71.5634,21.7693,0.3042,25.58,16.9265,6.4244,25.4775,40.337,55.15,61.18,65.83,71.58,77.03,81.01,84.87,86.76,88.87,93.94,98.44,105.1626,99.8548,91.6643,159.4516,85.0323,55.5772,96.6774
52_10,4796.8,113.0401778,28.8554028,3.29,112.19,60.86,26.1201,0.4292,38.39,21.4127,3.58,5.73,32.548,41.838,44.37,46.7,51.9,57.68,66.754,78.3,82.76,86.91,96.98,101.753,106.69,88.7397,82.636,103.8931,44.068,39.6472,49.846
42_11,3136,106.7700824,30.82504785,3.32,104.51,58.8736,27.0869,0.4601,45.18,23.0605,4.4704,11.216,17.152,29.78,38.15,44.354,55.9,63.25,71.918,79.754,83.33,86.086,90.48,93.29,98.9336,96.4586,91.086,120.8283,64.0456,52.4434,69.5678
41_A12,8472.8,247.1285904,68.78857599,3.29,99.73,75.6765,13.3144,0.1759,13.6375,9.4784,19.5758,53.25,60.138,67.272,70.8,72.471,75.58,78.16,80.722,83.33,84.4375,85.61,88.613,90.83,95.6609,97.7469,81.9654,117.5011,69.868,49.2142,70.5508
53_04,2968,78.34695871,22.85371414,3.3,176.13,50.9649,38.0303,0.7462,57.59,31.7623,3.748,6.25,10.13,16.85,19.28,23.04,31.29,40,51.31,69.19,76.87,84.58,107.83,125.37,151.12,91.1065,86.466,111.1272,41.0134,36.7074,47.1768
41_01,9067.2,253.2725858,75.97486701,3.31,105.98,70.735,16.0728,0.2272,20.13,12.4883,18.0552,40.876,49.65,58.7,61.74,64.456,69.33,73.48,76.83,80.26,81.87,83.934,88.664,92.046,100.132,99.6494,94.3742,112.1713,63.1355,54.1087,64.3125
41_25,7949.6,208.7396366,58.74059641,5.03,105.87,73.8552,12.6677,0.1715,14.625,9.5586,39.7401,50.7315,57.497,64.55,67.05,69.461,72.23,75.01,77.312,80.022,81.675,83.664,89.111,93.19,99.4875,99.8485,92.0068,123.7789,65.5434,50.4363,67.8531
42_09,4350.4,130.040994,38.54308876,3.29,102.83,61.1349,25.7187,0.4207,33.23,21.0131,3.972,8.68,14.89,39.34,47.24,53.02,62.74,68.4,74.01,78.18,80.47,82.93,88.33,91.79,96.458,96.8002,90.149,129.059,75.6814,57.3179,82.0574
42_19,2928,80.01156652,19.88810645,3.31,114.05,61.5701,25.5227,0.4145,34.5525,20.5543,4.8618,10.35,16.754,40.216,45.3175,52.589,60.712,66.12,72.988,77.76,79.87,82.55,89.517,96.602,106.3938,97.897,95.1801,119.171,66.687,57.0837,71.4721
33_28,8736.8,247.9942737,64.49542701,3.29,168.72,46.7592,43.3883,0.9279,47.32,34.8663,3.84,7.054,10.258,14.52,16.18,17.862,22.762,28.29,34.33,49.598,63.5,82.306,124.894,145.08,158.41,92.2429,90.4875,107.2489,29.6911,29.6547,35.1478
41_18,8966.4,286.2824348,72.50889947,3.44,107.33,68.7567,16.2686,0.2366,19.315,12.3093,11.97,39.999,49.376,57.744,60.19,62.332,66.76,70.62,74.01,77.728,79.505,81.79,87.428,91.87,98.7392,98.3965,93.9062,115.7037,61.8223,52.014,64.0876
42_26,3092.8,111.6971469,26.40939198,3.29,161.61,49.6007,37.2674,0.7513,66.34,31.2847,3.5,4.328,5.4,7.67,10.17,20.668,34.954,47.4,59.43,68.91,76.51,81.47,98.884,118.546,142.4288,77.9388,76.8168,115.377,52.8317,43.6589,65.5746
41_07,9274.8,222.0892239,62.04265639,3.53,128.36,63.05,21.5928,0.3425,28.68,17.3254,8.3802,30.113,38.64,45.778,48.86,50.732,55.88,61.95,68.04,73.94,77.54,81.208,92.56,100.292,112.117,99.2875,95.5428,114.8157,52.801,46.3709,55.7248
43_13,3242.6,112.0575574,29.88966501,3.3,222.61,51.4378,47.8538,0.9303,56.3575,36.8036,3.7214,5.787,8.72,13.22,15.9675,19.54,25.274,35.35,45.444,61.948,72.325,80.76,130.881,165.236,200.1209,92.501,82.8117,135.1875,36.3824,32.0798,52.3692
41_26,3962.4,102.494462,29.44487002,3.55,109.91,60.9862,22.1469,0.3631,29.345,17.6092,6.3459,17.261,29.301,42.816,48.15,51.68,58.118,62.7,67.818,74.797,77.495,80.214,88.156,93.9095,102.5556,97.6744,93.2499,122.576,60.5725,50.8438,66.8336
33_19,16570.4,299.7354329,61.277808,3.29,216.33,59.1213,49.1585,0.8315,25.41,35.7879,3.75,6.682,16.846,29.056,32.63,34.872,39.208,43.79,47.642,52.242,58.04,79.47,150.968,179.224,206.5524,95.1424,85.0622,137.4513,22.5187,22.0449,35.6222
43_A05,1869.2,48.71126754,11.91767167,3.29,167.72,51.6109,32.1725,0.6234,50.285,26.9689,4.2395,10.1,15.006,20.87,23.95,26.908,35.52,47.165,58.11,70.736,74.235,79.268,92.271,109.1175,143.4004,97.2077,93.2437,145.317,49.0401,45.3901,70.7388
43_09,2440.8,65.07896553,17.03371343,3.7,247.63,55.5723,44.8559,0.8072,51.54,32.2074,6.65,9.43,13.49,18.72,22.75,25.845,36.52,46.84,56.75,68.51,74.29,79.23,100.24,148.6575,236.9995,99.6907,97.5187,143.1615,49.3471,40.3558,59.244
42_12,5011.4,172.3556297,43.48139276,3.29,175.74,51.6343,29.953,0.5801,46.935,25.3938,3.66,5.15,7.15,17.706,27.025,32.5,45.226,54.4,64.08,70.65,73.96,78.382,89.05,97.166,107.98,82.8685,74.5014,104.4796,53.0539,43.8698,61.5223
23_30,2468.6,108.6541653,24.07281861,3.33,145.02,35.1047,42.0428,1.1976,51.48,35.0414,3.57,4.23,4.82,6.38,7.24,7.9,9.454,11.55,14.464,30.69,58.72,78.206,112.68,124.711,138.7332,49.3728,52.0681,57.5269,14.8746,19.0592,21.0573
42_A04,8984.4,246.165605,64.13841328,3.34,164.35,61.3181,30.5575,0.4983,30.69,22.0575,4.2042,12.912,20.094,38.15,44.225,48.386,55.978,61.995,66.644,71.83,74.915,77.714,90.848,126.951,155.5816,99.0863,93.8174,119.2325,60.7127,50.0719,63.6364
33_02,4012,122.7812969,33.71580269,3.3,218.3,57.6849,39.3701,0.6825,38.995,28.1517,7.94,14.3695,20.69,28.546,30.8975,33.7,40.68,49.72,56.25,63.952,69.8925,76.312,112.05,153.047,197.0133,99.7718,98.8094,153.0709,44.1529,37.1057,57.4824
32_25,10012,271.2206795,61.09088845,3.46,110.47,56.4294,21.1219,0.3743,29.445,16.8916,9.6256,22.022,27.54,37.746,41.37,45,52.528,56.93,61.496,66.62,70.815,74.66,84.614,92.398,102.877,85.7785,79.3795,107.8696,50.4497,40.4757,55.0028
42_A06,4428.4,130.1225881,40.50497545,3.29,124.44,50.5571,27.0293,0.5346,39.04,22.0903,3.76,7.175,14.845,24.42,29.0075,34.255,43,50.25,57.58,64.545,68.0475,72.43,88.495,98.7025,114.064,97.4612,90.1117,128.961,57.6164,46.8134,66.9958
43_10,2659.8,60.48525886,22.38385277,3.39,193.47,68.6011,35.6887,0.5202,10.47,20.8023,5.7314,9.42,19.314,57.458,59.88,61.2,63.43,64.94,66.69,68.87,70.35,72.25,119.058,162.991,180.4284,100,97.4442,128.515,33.7686,30.9464,40.8138
43_A09,4317,146.7691025,46.87565354,3.46,242.5,58.959,34.2788,0.5814,28.6075,20.9922,9.9095,21.245,28.62,37.72,40.3325,43.235,49.06,54.29,59.63,65.225,68.94,71.83,79.69,109.075,214.436,99.5094,95.1613,134.0563,48.3863,39.3512,55.4351
43_01,9210.4,198.5748388,45.90746882,3.3,95.16,54.474,21.29,0.3908,27.14,17.0742,4.5812,12.582,20.87,38.348,42.59,46.06,51.966,58.02,62.602,67.516,69.73,71.69,79.394,86.766,91.16,95.0373,91.3425,116.5349,62.78,52.7539,67.3035
41_05,3884,131.0489217,39.18160707,3.43,91.94,54.1846,19.6813,0.3632,24.46,15.4874,4.8528,8.188,25.062,39.372,44.65,49.064,55.052,58.81,62.63,67.188,69.11,71.12,74.436,77.042,81.8588,99.3849,95.0079,123.7551,75.6591,61.0524,79.5255
41_29,3428.8,120.0738548,35.05889185,3.3,116.58,51.634,21.9067,0.4243,31.425,17.9249,4.5976,11.72,23,33.466,36.375,39.2,45.09,53.04,58.4,64.629,67.8,71.056,78.01,85.69,105.0424,95.8117,92.2473,134.734,62.4284,49.4115,72.1692
31_16,4783.2,152.3074686,45.98272932,3.33,95.19,53.9263,18.3706,0.3407,26.515,15.1067,9.553,20.305,28,37.54,41.8,44.84,49.95,55.2,60.65,65.4,68.315,70.66,77.01,81.885,87.297,99.6934,95.9055,120.2862,60.2708,50.4787,63.3112
32_09,4501.6,136.5218379,39.97494728,3.31,103.3,49.8575,23.6738,0.4748,35.07,19.6041,4.46,7.86,13.06,27.72,32.84,37.52,45.47,52.63,57.75,64.47,67.91,70.62,80.19,86.26,95.836,95.1736,83.4012,149.1617,70.1439,47.3535,84.6909
32_06,4794.8,168.3980956,44.00736384,3.31,104.54,52.7463,20.9411,0.397,25.33,16.5693,4.8968,9.72,17.62,36.912,42,44.372,50.306,55.9,60.454,64.668,67.33,70.366,76.62,82.537,94.529,98.4983,92.1566,134.9408,69.1624,53.0117,77.6227
41_A01,5525.2,176.6984453,57.04821513,3.31,95.91,56.7857,16.3796,0.2884,18.415,12.4753,7.3708,24.528,34.288,44.774,48.7275,51.604,56.15,59.35,62,65.043,67.1425,69.68,75.83,80.01,87.6591,98.4754,96.7482,115.0762,65.1609,56.658,67.3913
33_08,10112,319.6736383,80.86577952,3.4,232.8,61.0958,40.2607,0.659,24.945,24.9384,5.9102,14.6755,24.682,37.52,40.965,44.602,49.688,54.075,58.7,62.68,65.91,69.004,109.419,165.619,210.7836,99.8794,97.5973,128.9791,38.746,33.4854,44.2524
31_29,4685.6,159.3533629,52.18402736,3.4,82.75,58.5996,10.9757,0.1873,13.9,8.4119,22.526,40.79,44.61,50.4,52.36,54.45,57.7,60.49,63.11,65.08,66.26,67.51,70.5,72.87,76.226,99.985,96.256,111.4444,62.7719,54.761,63.4018
32_13,4910.2,157.319618,49.38084523,3.29,93.48,46.9926,22.4529,0.4778,33.9,19.0476,3.7044,6.792,12.222,23.764,30.05,34.98,43.546,51.63,57.65,61.842,63.95,66.87,74.042,79.75,85.8168,60.0531,59.6405,66.8512,37.0682,34.5911,38.7733
63_01,2846.4,90.2230518,28.97664838,3.38,151.96,48.4242,20.2422,0.418,29.155,16.2682,5.269,16.549,23.06,30.2,33.745,37.864,43.504,46.81,53.986,59.29,62.9,66.434,74.51,80.374,88.7296,99.7132,96.0739,119.2909,50.0782,46.4203,57.6382
32_11,4046,259.4991571,60.86595432,3.3,141.52,49.6521,21.3014,0.429,27.66,16.698,6.2028,16.97,21.77,31.832,35.72,38.95,43.27,48.36,54.68,60.25,63.38,66.37,73.25,84.908,116.936,99.2315,96.2891,131.5778,55.0784,46.3829,63.3816
